iter	Logloss
112	0.2509633179
113	0.2503587799
114	0.2499292297
115	0.2495784454
116	0.2492884369
117	0.2487935638
118	0.2484113251
119	0.2480221344
120	0.247538562
121	0.2471136749
122	0.2465273682
123	0.2458779297
124	0.2455855316
125	0.2451916992
126	0.2446669464
127	0.2444088196
128	0.2440692291
129	0.243637674
130	0.2433131622
131	0.242980069
132	0.2425751282
133	0.2421183014
134	0.2417509186
135	0.2411892334
136	0.2406253326
137	0.2401966522
138	0.2397108765
139	0.2394424622
140	0.2390770264
141	0.2387210083
142	0.2383305237
143	0.2378787262
144	0.2374211273
145	0.2371355713
146	0.236804303
147	0.2364318481
148	0.2360838196
149	0.2358007202
150	0.2354417267
151	0.2349688965
152	0.2346606293
153	0.2341906342
154	0.2337145294
155	0.2334235168
156	0.2331554993
157	0.2329060242
158	0.232421283
159	0.2321344482
160	0.2316897888
161	0.2312851593
162	0.230868338
163	0.2303735901
164	0.2300953583
165	0.2296869598
166	0.2293847443
167	0.2290967957
168	0.2287922272
169	0.2283375275
170	0.2280004944
171	0.2276184631
172	0.2273512115
173	0.2270074219
174	0.2265582214
175	0.2261503021
176	0.2256975433
177	0.2254290253
178	0.2250525024
179	0.2246127777
180	0.2243162506
181	0.2238848755
182	0.2235669067
183	0.2232280731
184	0.2228942352
185	0.2226091583
186	0.2222449707
187	0.2217631836
188	0.2213952576
189	0.2210715393
190	0.2206885132
191	0.2204322998
192	0.2200686615
193	0.2198066437
194	0.2195421936
195	0.2191192047
196	0.218747403
197	0.2183169983
198	0.2179802032
199	0.2175442535
200	0.2173275726
201	0.2170589691
202	0.2166681946
203	0.2162365295
204	0.2158491653
205	0.2154402832
206	0.2150178268
207	0.2146716202
208	0.2144057007
209	0.2139501678
210	0.2135570358
211	0.2130849731
212	0.2126580414
213	0.2122125641
214	0.2118881317
215	0.2115071747
216	0.2112001602
217	0.2108579453
218	0.2104603622
219	0.210102121
220	0.2096326538
221	0.2092218018
222	0.2088666397
223	0.2085025894
224	0.2080479355
225	0.2074414825
226	0.2070940445
227	0.206811203
228	0.2061293976
229	0.2057724426
230	0.2054927887
231	0.2052567429
232	0.2048985672
233	0.2043454376
234	0.2040754532
235	0.2037767639
236	0.2034614044
237	0.2031971664
238	0.2028604279
239	0.2025786591
240	0.2023560394
241	0.2020948425
242	0.2017116623
243	0.2014089844
244	0.2009309708
245	0.2006636719
246	0.2002680908
247	0.1998754333
248	0.1996609451
249	0.199282843
250	0.1989212402
251	0.1986200012
252	0.1982710754
253	0.1978720764
254	0.1975597565
255	0.1972051987
256	0.1968537384
257	0.1966076492
258	0.1962963882
259	0.1959218887
260	0.1954232239
261	0.1950988602
262	0.1947034088
263	0.1942684341
264	0.1939931808
265	0.1935716904
266	0.193059819
267	0.1926143738
268	0.1922876587
269	0.1919218597
270	0.1916087036
271	0.1912878876
272	0.1909622284
273	0.1906788986
274	0.1902381332
275	0.1898672806
276	0.1895680069
277	0.1891572495
278	0.1888190231
279	0.188525177
280	0.1882148575
281	0.1879640915
282	0.1876735016
283	0.1874655914
284	0.1869381866
285	0.1866382675
286	0.1862864014
287	0.1861020844
288	0.1858652573
289	0.1855770264
290	0.1852195358
291	0.1849344284
292	0.1846661819
293	0.1843477234
294	0.1839598236
295	0.1837552444
296	0.1833890152
297	0.1831082703
298	0.1827452606
299	0.1824074783
300	0.1821020859
301	0.1819076248
302	0.1815791916
303	0.1812038528
304	0.1808151688
305	0.1804827805
306	0.1802353699
307	0.1799893341
308	0.1796740494
309	0.1793465454
310	0.1789664841
311	0.1786736008
312	0.1783393372
313	0.1780336884
314	0.1776887848
315	0.1773215042
316	0.1770425995
317	0.1766739777
318	0.1763266357
319	0.1760214386
320	0.1757105316
321	0.1753616592
322	0.1751340042
323	0.1749684036
324	0.1746970779
325	0.1745235229
326	0.1742258011
327	0.1739231613
328	0.1736331787
329	0.1732386169
330	0.1729142868
331	0.1724922897
332	0.1721880951
333	0.1718209793
334	0.1714655106
335	0.1712539124
336	0.1709536118
337	0.1707979752
338	0.1706248901
339	0.1703173355
340	0.1700750504
341	0.1697410965
342	0.1694047211
343	0.1691792358
344	0.1688325439
345	0.1685562576
346	0.1682630966
347	0.1680580734
348	0.1678018753
349	0.1675525345
350	0.1671698532
351	0.1666585312
352	0.1664476639
353	0.1661384552
354	0.1659089691
355	0.1655549011
356	0.1653472153
357	0.1651380447
358	0.1649365646
359	0.1646410461
360	0.1643204315
361	0.1639703217
362	0.1637473907
363	0.1635151581
364	0.1632581833
365	0.1630216476
366	0.1627658081
367	0.162542012
368	0.1622748734
369	0.1619689835
370	0.1616652649
371	0.1614799103
372	0.1611755859
373	0.1609262314
374	0.1606570923
375	0.1603280396
376	0.1600635803
377	0.1598477432
378	0.15955914
379	0.1592332687
380	0.1589384888
381	0.1587462234
382	0.1585840134
383	0.1582459274
384	0.1580020416
385	0.1577577759
386	0.1575146454
387	0.1572736465
388	0.1570784698
389	0.1567851807
390	0.1565703094
391	0.1563580765
392	0.1562092178
393	0.155837529
394	0.1556800385
395	0.1554248169
396	0.1551599915
397	0.1549159317
398	0.1547066406
399	0.1545206833
400	0.1542547028
401	0.1539866745
402	0.1537338165
403	0.1534471725
404	0.1532587189
405	0.1527621216
406	0.1525103287
407	0.1523365158
408	0.1520729935
409	0.1517876083
410	0.1515239014
411	0.1512322388
412	0.1510161407
413	0.1507963745
414	0.1505970428
415	0.1503901505
416	0.1500563446
417	0.1497481094
418	0.1493932419
419	0.1492361923
420	0.1489454285
421	0.1487878403
422	0.1484877121
423	0.148283519
424	0.1480882782
425	0.1478545456
426	0.1474237793
427	0.1472347275
428	0.1470349823
429	0.1467445786
430	0.1465584366
431	0.14626147
432	0.1460848328
433	0.1458105515
434	0.1455345795
435	0.1452990707
436	0.1450558197
437	0.1448558762
438	0.1445798569
439	0.1443273575
440	0.144126889
441	0.1439472717
442	0.1437650543
443	0.1435108017
444	0.143252095
445	0.142993959
446	0.142735733
447	0.1424434967
448	0.142232048
449	0.1419672607
450	0.1417438568
451	0.1415320953
452	0.1412863327
453	0.1411270584
454	0.1409184219
455	0.1405350189
456	0.1403604492
457	0.1401178436
458	0.1398867538
459	0.1396982056
460	0.1395452606
461	0.1393105331
462	0.1390958694
463	0.1388955139
464	0.1386369843
465	0.1383583694
466	0.138105481
467	0.1379490372
468	0.1377391754
469	0.137478334
470	0.1372416504
471	0.1370664032
472	0.1369045044
473	0.1366515991
474	0.1364184341
475	0.1362459442
476	0.1360772018
477	0.1357712814
478	0.1355377777
479	0.1352998032
480	0.135040152
481	0.1348886307
482	0.1347008667
483	0.1345388824
484	0.1343702805
485	0.1341966064
486	0.13402827
487	0.1338710007
488	0.1336196548
489	0.1333652527
490	0.1332203384
491	0.1329860641
492	0.132817041
493	0.1326897034
494	0.1324725815
495	0.1322409973
496	0.1320094223
497	0.1317788452
498	0.131534137
499	0.1313370773
500	0.1311954758
501	0.1310102448
502	0.130802037
503	0.1306112625
504	0.1303571777
505	0.1301300827
506	0.1299824173
507	0.129813855
508	0.1296410431
509	0.1295012741
510	0.1292478897
511	0.1289826263
512	0.1288323303
513	0.1285840393
514	0.1283510071
515	0.1281578766
516	0.1279413254
517	0.1276389389
518	0.1274012695
519	0.1271475861
520	0.1269592087
521	0.1267340546
522	0.1265719437
523	0.1263192856
524	0.1261688675
525	0.1260226425
526	0.1257975006
527	0.125553804
528	0.1254095551
529	0.1251531174
530	0.1249713043
531	0.1246896332
532	0.1244506927
533	0.1241182983
534	0.1238850815
535	0.123628038
536	0.1233864746
537	0.1232622223
538	0.1231657944
539	0.1228849655
540	0.1227373123
541	0.1225219864
542	0.1223001877
543	0.1221258194
544	0.1219136337
545	0.1216625717
546	0.121461087
547	0.1212792725
548	0.1211304352
549	0.1209725021
550	0.12083311
551	0.1207338455
552	0.1205906921
553	0.1204386536
554	0.1201951019
555	0.1200204102
556	0.1198255463
557	0.1195951828
558	0.1194024689
559	0.1191815094
560	0.1189955826
561	0.1187766937
562	0.1185541153
563	0.118375621
564	0.1181659943
565	0.1179969284
566	0.1178016327
567	0.1176118149
568	0.1174323547
569	0.1172495392
570	0.1170582977
571	0.1169040482
572	0.1167429642
573	0.1165428726
574	0.1163446808
575	0.1161638535
576	0.116006842
577	0.1158854416
578	0.1156652832
579	0.1155183624
580	0.1152294617
581	0.1149956924
582	0.1148011703
583	0.1146191452
584	0.1144009323
585	0.1142039139
586	0.1140857574
587	0.113849646
588	0.1136954742
589	0.1135321167
590	0.1132885147
591	0.1130753036
592	0.1128559128
593	0.112718576
594	0.1124491821
595	0.1122971954
596	0.1121250031
597	0.111935321
598	0.1116950195
599	0.1115555695
600	0.1113457977
601	0.1111751785
602	0.1110162888
603	0.1108183014
604	0.1106102707
605	0.1104293549
606	0.1102366257
607	0.1100006927
608	0.1098765198
609	0.1096684967
610	0.109442627
611	0.1092133041
612	0.1089408371
613	0.108764978
614	0.1085400269
615	0.1083798233
616	0.1082109985
617	0.1080204239
618	0.107889978
619	0.1077394028
620	0.1076243103
621	0.1073392029
622	0.1071434067
623	0.1070407692
624	0.1067869644
625	0.106567437
626	0.1063056206
627	0.1061323761
628	0.1060060303
629	0.1057628044
630	0.1055915489
631	0.1054473755
632	0.1052251686
633	0.1050934021
634	0.1049222336
635	0.1047981232
636	0.1046634949
637	0.1044028641
638	0.104294455
639	0.1041551193
640	0.1040486275
641	0.1038851906
642	0.1037351479
643	0.1035889481
644	0.1035024467
645	0.1033567406
646	0.1032442657
647	0.1030930878
648	0.1029518311
649	0.1027569473
650	0.1025697693
651	0.1024375244
652	0.1022978889
653	0.1021195808
654	0.101965274
655	0.1017759781
656	0.1015642296
657	0.1014207939
658	0.1012685913
659	0.1011483925
660	0.1009608414
661	0.100809494
662	0.1007092339
663	0.1005991264
664	0.1003877739
665	0.1002561317
666	0.100135321
667	0.09997781601
668	0.09978877869
669	0.09961698456
670	0.09941379242
671	0.09928434601
672	0.09919852295
673	0.09907358398
674	0.09895039368
675	0.09879724274
676	0.0987012825
677	0.09860086365
678	0.0984546463
679	0.09824535065
680	0.09808821564
681	0.09780164566
682	0.09766390152
683	0.09751786728
684	0.09737826538
685	0.0972152504
686	0.09704356155
687	0.09682475433
688	0.09669092712
689	0.09659187012
690	0.09649650879
691	0.09632522659
692	0.09619698334
693	0.09604574432
694	0.09590774536
695	0.09571166306
696	0.09554978867
697	0.09532744064
698	0.09514245987
699	0.09500866165
